/gps/hist/point 0.0 	 0.0
/gps/hist/point 2.50e-08 	 5.462e-05
/gps/hist/point 1.00e-07 	 6.34119e-05
/gps/hist/point 5.00e-07 	 1.3257e-05
/gps/hist/point 7.00e-07 	 1.40887e-05
/gps/hist/point 1.00e-06 	 1.15604e-05
/gps/hist/point 1.34e-06 	 2.85015e-06
/gps/hist/point 1.44e-06 	 1.61655e-06
/gps/hist/point 1.50e-06 	 3.53355e-06
/gps/hist/point 1.64e-06 	 1.16329e-05
/gps/hist/point 2.20e-06 	 1.65753e-05
/gps/hist/point 3.34e-06 	 1.51291e-05
/gps/hist/point 4.88e-06 	 1.44667e-05
/gps/hist/point 7.00e-06 	 1.44097e-05
/gps/hist/point 1.00e-05 	 1.13274e-05
/gps/hist/point 1.32e-05 	 5.50036e-05
/gps/hist/point 5.00e-05 	 8.51442e-06
/gps/hist/point 6.00e-05 	 2.46218e-05
/gps/hist/point 1.00e-04 	 3.74993e-05
/gps/hist/point 2.00e-04 	 2.7896e-05
/gps/hist/point 3.00e-04 	 2.40215e-05
/gps/hist/point 4.00e-04 	 2.19127e-05
/gps/hist/point 5.00e-04 	 2.06023e-05
/gps/hist/point 6.00e-04 	 3.68233e-05
/gps/hist/point 8.00e-04 	 1.84919e-05
/gps/hist/point 9.00e-04 	 1.8122e-05
/gps/hist/point 0.001 	 0.000299355
/gps/hist/point 0.005 	 0.000537189
/gps/hist/point 0.01 	 0.00039617
/gps/hist/point 0.013 	 0.000279047
/gps/hist/point 0.015 	 0.000644408
/gps/hist/point 0.02 	 0.001208286
/gps/hist/point 0.03 	 0.001280185
/gps/hist/point 0.04 	 0.00132101
/gps/hist/point 0.05 	 0.00248653
/gps/hist/point 0.07 	 0.003684452
/gps/hist/point 0.1 	 0.010216989
/gps/hist/point 0.2 	 0.009686561
/gps/hist/point 0.3 	 0.013276528
/gps/hist/point 0.4 	 0.012859763
/gps/hist/point 0.5 	 0.012673171
/gps/hist/point 0.6 	 0.012390632
/gps/hist/point 0.7 	 0.011806846
/gps/hist/point 0.8 	 0.011110474
/gps/hist/point 0.9 	 0.010195737
/gps/hist/point 1.0 	 0.009656827
/gps/hist/point 1.1 	 0.009653042
/gps/hist/point 1.2 	 0.009450642
/gps/hist/point 1.3 	 0.00932797
/gps/hist/point 1.4 	 0.009063594
/gps/hist/point 1.5 	 0.008635254
/gps/hist/point 1.6 	 0.008180686
/gps/hist/point 1.7 	 0.007544339
/gps/hist/point 1.8 	 0.008032226
/gps/hist/point 1.9 	 0.009357949
/gps/hist/point 2.0 	 0.009953193
/gps/hist/point 2.1 	 0.0100981
/gps/hist/point 2.2 	 0.010877791
/gps/hist/point 2.3 	 0.010553933
/gps/hist/point 2.4 	 0.010384707
/gps/hist/point 2.5 	 0.011217908
/gps/hist/point 2.6 	 0.011572694
/gps/hist/point 2.7 	 0.012159522
/gps/hist/point 2.8 	 0.013728777
/gps/hist/point 2.9 	 0.015892708
/gps/hist/point 3.0 	 0.017447137
/gps/hist/point 3.1 	 0.018531398
/gps/hist/point 3.2 	 0.018334062
/gps/hist/point 3.3 	 0.01699171
/gps/hist/point 3.4 	 0.016418541
/gps/hist/point 3.5 	 0.015748365
/gps/hist/point 3.6 	 0.015195197
/gps/hist/point 3.7 	 0.014880615
/gps/hist/point 3.8 	 0.014717191
/gps/hist/point 3.9 	 0.014223038
/gps/hist/point 4.0 	 0.014490613
/gps/hist/point 4.1 	 0.013405709
/gps/hist/point 4.2 	 0.013361322
/gps/hist/point 4.3 	 0.014033722
/gps/hist/point 4.4 	 0.013405283
/gps/hist/point 4.5 	 0.013372626
/gps/hist/point 4.6 	 0.014553464
/gps/hist/point 4.7 	 0.01474665
/gps/hist/point 4.8 	 0.015360132
/gps/hist/point 4.9 	 0.015629016
/gps/hist/point 5.0 	 0.016076961
/gps/hist/point 5.1 	 0.014842214
/gps/hist/point 5.2 	 0.01437072
/gps/hist/point 5.3 	 0.013473663
/gps/hist/point 5.4 	 0.012620354
/gps/hist/point 5.5 	 0.012192402
/gps/hist/point 5.6 	 0.011034093
/gps/hist/point 5.7 	 0.010928971
/gps/hist/point 5.8 	 0.011080783
/gps/hist/point 5.9 	 0.008612304
/gps/hist/point 6.0 	 0.007769433
/gps/hist/point 6.1 	 0.008293353
/gps/hist/point 6.2 	 0.009019872
/gps/hist/point 6.3 	 0.009406966
/gps/hist/point 6.4 	 0.009038011
/gps/hist/point 6.5 	 0.009099413
/gps/hist/point 6.6 	 0.008491889
/gps/hist/point 6.7 	 0.00836919
/gps/hist/point 6.8 	 0.007993281
/gps/hist/point 6.9 	 0.007520849
/gps/hist/point 7.0 	 0.00741289
/gps/hist/point 7.1 	 0.0066892
/gps/hist/point 7.2 	 0.008248131
/gps/hist/point 7.3 	 0.00777944
/gps/hist/point 7.4 	 0.008324152
/gps/hist/point 7.5 	 0.00832489
/gps/hist/point 7.6 	 0.008348354
/gps/hist/point 7.7 	 0.008520763
/gps/hist/point 7.8 	 0.008550179
/gps/hist/point 7.9 	 0.007696831
/gps/hist/point 8.0 	 0.007237857
/gps/hist/point 8.1 	 0.006606709
/gps/hist/point 8.2 	 0.005710252
/gps/hist/point 8.3 	 0.005071079
/gps/hist/point 8.4 	 0.004708812
/gps/hist/point 8.5 	 0.003897003
/gps/hist/point 8.6 	 0.002721418
/gps/hist/point 8.7 	 0.002500827
/gps/hist/point 8.8 	 0.002529744
/gps/hist/point 8.9 	 0.00202382
/gps/hist/point 9.0 	 0.001993832
/gps/hist/point 9.1 	 0.002043955
/gps/hist/point 9.2 	 0.002115264
/gps/hist/point 9.3 	 0.002232
/gps/hist/point 9.4 	 0.002454097
/gps/hist/point 9.5 	 0.002655836
/gps/hist/point 9.6 	 0.002798885
/gps/hist/point 9.7 	 0.003232849
/gps/hist/point 9.8 	 0.003014442
/gps/hist/point 9.9 	 0.002868868
/gps/hist/point 10.0 	 0.002587683
/gps/hist/point 10.1 	 0.002481202
/gps/hist/point 10.2 	 0.002188993
/gps/hist/point 10.3 	 0.001806198
/gps/hist/point 10.4 	 0.001593696
/gps/hist/point 10.5 	 0.001261336
/gps/hist/point 10.6 	 0.001011745
/gps/hist/point 10.7 	 0.000752005
/gps/hist/point 10.8 	 0.000385901
/gps/hist/point 10.9 	 0.000233609
/gps/hist/point 11.0 	 0.000100634
/gps/hist/point 11.1 	 1.93723e-05
/gps/hist/point 11.2 	 1.79557e-05
/gps/hist/point 11.3 	 0.0

